item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM-000436,ORD-000791,PROD-0282,3,262.94,0.0
ITEM-000437,ORD-000782,PROD-0266,3,564.24,20.0
ITEM-000438,ORD-000437,PROD-0329,2,392.42,10.0
ITEM-000439,ORD-000097,PROD-0117,1,857.7,20.0
ITEM-000440,ORD-000124,PROD-0282,3,290.38,0.0
ITEM-000441,ORD-000315,PROD-0232,5,42.78,0.0
ITEM-000442,ORD-000187,PROD-0204,2,270.52,10.0
ITEM-000443,ORD-000146,PROD-0431,1,151.35,20.0
ITEM-000444,ORD-000204,PROD-0376,5,788.98,10.0
ITEM-000445,ORD-000799,PROD-0078,5,594.73,10.0
ITEM-000446,ORD-000049,PROD-0410,2,35.34,10.0
ITEM-000447,ORD-000711,PROD-0485,3,862.0,0.0
ITEM-000448,ORD-000163,PROD-0052,5,604.23,15.0
ITEM-000449,ORD-000232,PROD-0432,2,554.7,15.0
ITEM-000450,ORD-000554,PROD-0483,2,331.97,5.0
ITEM-000451,ORD-000286,PROD-0026,3,232.35,5.0
ITEM-000452,ORD-000400,PROD-0462,4,187.69,5.0
ITEM-000453,ORD-000480,PROD-0165,1,347.73,0.0
ITEM-000454,ORD-000077,PROD-0129,3,368.08,15.0
ITEM-000455,ORD-000214,PROD-0473,1,98.29,10.0
ITEM-000456,ORD-000061,PROD-0387,4,519.37,0.0
ITEM-000457,ORD-000843,PROD-0083,2,403.43,20.0
ITEM-000458,ORD-000401,PROD-0403,4,130.32,5.0
ITEM-000459,ORD-999705,PROD-0100,1,368.44,0.0
ITEM-000460,ORD-000232,PROD-0494,4,236.57,0.0
ITEM-000461,ORD-000127,PROD-0372,2,342.85,15.0
ITEM-000462,ORD-000211,PROD-0228,3,287.59,0.0
ITEM-000463,ORD-000012,PROD-0327,5,16.24,0.0
ITEM-000464,ORD-000106,PROD-0396,2,244.3,5.0
ITEM-000465,ORD-000677,PROD-0225,5,346.66,0.0
ITEM-000466,ORD-000761,PROD-0313,3,428.65,0.0
ITEM-000467,ORD-000897,PROD-0140,4,513.64,0.0
ITEM-000468,ORD-000859,PROD-0457,4,495.78,15.0
ITEM-000469,ORD-000437,PROD-0300,4,424.77,15.0
ITEM-000470,ORD-000777,PROD-0150,1,228.78,0.0
ITEM-000471,ORD-000750,PROD-0309,3,724.47,20.0
ITEM-000472,ORD-000248,PROD-0446,4,633.02,5.0
ITEM-000473,ORD-000432,PROD-0030,3,762.52,20.0
ITEM-000474,ORD-000863,PROD-0371,5,16.79,0.0
ITEM-000475,ORD-999436,PROD-0215,3,206.09,0.0
ITEM-000476,ORD-000086,PROD-0007,-2,177.74,20.0
ITEM-000477,ORD-000249,PROD-0300,4,488.74,10.0
ITEM-000478,ORD-000682,PROD-0137,4,513.13,20.0
ITEM-000479,ORD-000575,PROD-0311,5,697.03,5.0
ITEM-000480,ORD-000532,PROD-0446,1,649.74,5.0
ITEM-000481,ORD-000617,PROD-0056,1,15.9,20.0
ITEM-000482,ORD-000590,PROD-0049,2,423.66,20.0
ITEM-000483,ORD-000370,PROD-0298,4,284.73,10.0
ITEM-000484,ORD-000835,PROD-0202,3,563.49,0.0
ITEM-000485,ORD-000663,PROD-0404,5,52.97,5.0
ITEM-000486,ORD-000885,PROD-0268,4,28.74,5.0
ITEM-000487,ORD-000686,PROD-0465,2,189.47,10.0
ITEM-000488,ORD-000025,PROD-0323,3,485.78,0.0
ITEM-000489,ORD-000943,PROD-0212,4,425.04,15.0
ITEM-000490,ORD-000870,PROD-0457,3,495.36,20.0
ITEM-000491,ORD-000361,PROD-0499,4,111.87,0.0
ITEM-000492,ORD-000803,PROD-0025,3,483.71,15.0
ITEM-000493,ORD-000788,PROD-0407,5,33.95,10.0
ITEM-000494,ORD-000664,PROD-0165,3,446.15,20.0
ITEM-000495,ORD-000800,PROD-0418,1,640.14,5.0
ITEM-000496,ORD-000342,PROD-0181,2,705.02,15.0
ITEM-000497,ORD-000325,PROD-0425,1,548.66,15.0
ITEM-000498,ORD-000655,PROD-0208,2,308.89,5.0
ITEM-000499,ORD-000775,PROD-0196,4,335.15,20.0
ITEM-000500,ORD-000360,PROD-0173,2,730.74,0.0
ITEM-000501,ORD-000983,PROD-0087,2,174.67,0.0
ITEM-000502,ORD-000596,PROD-0159,5,861.99,15.0
ITEM-000503,ORD-000304,PROD-0388,4,61.21,0.0
ITEM-000504,ORD-000634,PROD-0357,1,277.62,0.0
ITEM-000505,ORD-000729,PROD-0307,4,93.28,15.0
ITEM-000506,ORD-000873,PROD-0135,5,299.82,0.0
ITEM-000507,ORD-000363,PROD-0204,1,204.62,5.0
ITEM-000508,ORD-000866,PROD-0490,3,59.37,20.0
ITEM-000509,ORD-000629,PROD-0292,2,282.77,0.0
ITEM-000510,ORD-000454,PROD-0423,2,230.33,10.0
ITEM-000511,ORD-000684,PROD-0141,2,445.89,0.0
ITEM-000512,ORD-000252,PROD-0449,2,253.58,15.0
ITEM-000513,ORD-000149,PROD-0007,5,194.29,0.0
ITEM-000514,ORD-000495,PROD-0430,5,305.79,10.0
ITEM-000515,ORD-000582,PROD-0099,5,118.31,20.0
ITEM-000516,ORD-000595,PROD-0205,3,364.41,5.0
ITEM-000517,ORD-000724,PROD-0408,3,588.02,20.0
ITEM-000518,ORD-000442,PROD-0190,3,230.89,0.0
ITEM-000519,ORD-000554,PROD-0183,2,359.64,15.0
ITEM-000520,ORD-000330,PROD-0441,2,630.26,15.0
ITEM-000521,ORD-000815,PROD-0276,5,688.81,0.0
ITEM-000522,ORD-000726,PROD-0244,5,431.26,0.0
ITEM-000523,ORD-000234,PROD-0369,5,279.86,15.0
ITEM-000524,ORD-000841,PROD-0115,1,526.1,10.0
ITEM-000525,ORD-000472,PROD-0317,4,13.19,10.0
ITEM-000526,ORD-000067,PROD-0489,5,382.79,0.0
ITEM-000527,ORD-000460,PROD-0287,4,50.3,0.0
ITEM-000528,ORD-000889,PROD-0362,3,456.57,15.0
ITEM-000529,ORD-000067,PROD-0489,3,347.41,10.0
ITEM-000530,ORD-000971,PROD-0460,5,811.26,15.0
ITEM-000531,ORD-000503,PROD-0221,4,124.25,0.0
ITEM-000532,ORD-999320,PROD-0339,3,64.34,10.0
ITEM-000533,ORD-000339,PROD-0120,4,579.53,10.0
ITEM-000534,ORD-000148,PROD-0393,5,312.28,15.0
ITEM-000535,ORD-000323,PROD-0442,1,23.35,10.0
ITEM-000536,ORD-000730,PROD-0387,1,508.16,0.0
ITEM-000537,ORD-000629,PROD-0033,2,468.66,15.0
ITEM-000538,ORD-000751,PROD-0100,2,368.47,10.0
ITEM-000539,ORD-000856,PROD-0093,1,448.03,5.0
ITEM-000540,ORD-000340,PROD-0046,5,102.86,5.0
ITEM-000541,ORD-000718,PROD-0486,4,228.13,20.0
ITEM-000542,ORD-000391,PROD-0357,3,330.91,20.0
ITEM-000543,ORD-000188,PROD-0050,4,327.63,0.0
ITEM-000544,ORD-000901,PROD-0130,3,33.24,0.0
ITEM-000545,ORD-000412,PROD-0103,1,164.59,15.0
ITEM-000546,ORD-000348,PROD-0232,3,48.33,10.0
ITEM-000547,ORD-000021,PROD-0451,1,106.28,10.0
ITEM-000548,ORD-000700,PROD-0192,5,123.25,0.0
ITEM-000549,ORD-000013,PROD-0003,1,545.28,0.0
ITEM-000550,ORD-000820,PROD-0464,1,769.62,0.0
ITEM-000551,ORD-000979,PROD-0089,4,168.23,10.0
ITEM-000552,ORD-000187,PROD-0275,1,459.32,0.0
ITEM-000553,ORD-000894,PROD-0350,3,123.4,10.0
ITEM-000554,ORD-000588,PROD-0091,2,562.2,15.0
ITEM-000555,ORD-000520,PROD-0077,1,700.74,5.0
ITEM-000556,ORD-000638,PROD-0020,1,214.37,20.0
ITEM-000557,ORD-000827,PROD-0479,1,297.3,0.0
ITEM-000558,ORD-000358,PROD-0350,2,92.38,10.0
ITEM-000559,ORD-000922,PROD-0052,2,563.04,10.0
ITEM-000560,ORD-000628,PROD-0472,5,618.5,5.0
ITEM-000561,ORD-999951,PROD-0200,5,192.37,0.0
ITEM-000562,ORD-000068,PROD-0174,2,340.73,0.0
ITEM-000563,ORD-000984,PROD-0419,4,729.37,20.0
ITEM-000564,ORD-000043,PROD-0184,5,207.51,5.0
ITEM-000565,ORD-000102,PROD-0435,3,577.19,15.0
ITEM-000566,ORD-000934,PROD-0270,5,152.47,15.0
ITEM-000567,ORD-000535,PROD-0202,2,571.49,15.0
ITEM-000568,ORD-000290,PROD-0165,2,347.63,20.0
ITEM-000569,ORD-000300,PROD-0484,4,75.99,5.0
ITEM-000570,ORD-000387,PROD-0043,-1,83.66,5.0
ITEM-000571,ORD-999429,PROD-0288,3,527.36,5.0
ITEM-000572,ORD-000510,PROD-0403,1,167.21,20.0
ITEM-000573,ORD-000541,PROD-0426,-2,539.51,0.0
ITEM-000574,ORD-000914,PROD-0301,5,335.35,10.0
ITEM-000575,ORD-000178,PROD-0329,5,448.26,0.0
ITEM-000576,ORD-000029,PROD-0025,2,617.36,5.0
ITEM-000577,ORD-000361,PROD-0494,4,203.58,20.0
ITEM-000578,ORD-000757,PROD-0261,5,217.81,0.0
ITEM-000579,ORD-000380,PROD-0349,1,74.24,0.0
ITEM-000580,ORD-000469,PROD-0487,3,574.56,0.0
ITEM-000581,ORD-000075,PROD-0366,5,423.78,0.0
ITEM-000582,ORD-000656,PROD-0314,2,531.31,5.0
ITEM-000583,ORD-000922,PROD-0353,1,116.59,0.0
ITEM-000584,ORD-999346,PROD-0338,3,619.55,20.0
ITEM-000585,ORD-000182,PROD-0200,-2,195.3,0.0
ITEM-000586,ORD-000046,PROD-0080,5,496.83,0.0
ITEM-000587,ORD-000685,PROD-0133,5,669.01,5.0
ITEM-000588,ORD-000728,PROD-0443,2,630.49,0.0
ITEM-000589,ORD-000963,PROD-0450,4,506.02,0.0
ITEM-000590,ORD-999806,PROD-0006,4,452.59,5.0
ITEM-000591,ORD-999384,PROD-0432,4,549.1,20.0
ITEM-000592,ORD-000260,PROD-0308,4,576.78,15.0
ITEM-000593,ORD-000043,PROD-0357,2,370.06,0.0
ITEM-000594,ORD-000073,PROD-0327,4,16.21,0.0
ITEM-000595,ORD-000069,PROD-0094,3,553.43,0.0
ITEM-000596,ORD-000979,PROD-0349,4,74.67,15.0
ITEM-000597,ORD-000292,PROD-0275,5,473.42,20.0
ITEM-000598,ORD-000268,PROD-0056,2,16.95,5.0
ITEM-000599,ORD-000974,PROD-0045,2,763.41,5.0
ITEM-000600,ORD-000131,PROD-0266,4,746.94,5.0
ITEM-000601,ORD-000112,PROD-0058,4,322.46,20.0
ITEM-000602,ORD-000189,PROD-0043,1,92.8,20.0
ITEM-000603,ORD-000248,PROD-0224,2,491.42,5.0
ITEM-000604,ORD-000453,PROD-0306,5,495.32,15.0
ITEM-000605,ORD-000786,PROD-0499,3,82.57,0.0
ITEM-000606,ORD-000045,PROD-0292,3,191.72,0.0
ITEM-000607,ORD-000881,PROD-0487,3,591.67,0.0
ITEM-000608,ORD-000474,PROD-0103,4,214.48,0.0
ITEM-000609,ORD-000390,PROD-0079,-1,879.27,10.0
ITEM-000610,ORD-000231,PROD-0095,4,559.25,0.0
ITEM-000611,ORD-000026,PROD-0447,2,60.62,20.0
ITEM-000612,ORD-000617,PROD-0271,2,362.66,0.0
ITEM-000613,ORD-000561,PROD-0494,1,185.91,0.0
ITEM-000614,ORD-000420,PROD-0266,2,631.92,10.0
ITEM-000615,ORD-000742,PROD-0478,2,250.17,0.0
ITEM-000616,ORD-000924,PROD-0054,4,438.31,0.0
ITEM-000617,ORD-000004,PROD-0289,5,197.19,5.0
ITEM-000618,ORD-000123,PROD-0439,1,247.3,15.0
ITEM-000619,ORD-000578,PROD-0280,4,174.16,15.0
ITEM-000620,ORD-000960,PROD-0293,5,752.16,0.0
ITEM-000621,ORD-000397,PROD-0231,4,746.74,0.0
ITEM-000622,ORD-000628,PROD-0129,4,318.72,15.0
ITEM-000623,ORD-000491,PROD-0471,5,656.84,5.0
ITEM-000624,ORD-000901,PROD-0185,2,98.2,0.0
ITEM-000625,ORD-000987,PROD-0496,2,208.9,0.0
ITEM-000626,ORD-000377,PROD-0379,3,567.98,20.0
ITEM-000627,ORD-000148,PROD-0022,5,14.49,15.0
ITEM-000628,ORD-000873,PROD-0117,3,861.28,0.0
ITEM-000629,ORD-000214,PROD-0483,4,270.26,5.0
ITEM-000630,ORD-000752,PROD-0232,4,42.92,5.0
ITEM-000631,ORD-000373,PROD-0173,2,605.76,5.0
ITEM-000632,ORD-000741,PROD-0272,2,577.78,0.0
ITEM-000633,ORD-000583,PROD-0100,5,483.04,15.0
ITEM-000634,ORD-000373,PROD-0461,4,295.89,20.0
ITEM-000635,ORD-000384,PROD-0330,2,483.37,5.0
ITEM-000636,ORD-000482,PROD-0056,3,15.61,5.0
ITEM-000637,ORD-000927,PROD-0427,5,166.37,20.0
ITEM-000638,ORD-000423,PROD-0027,5,225.2,0.0
ITEM-000639,ORD-000912,PROD-0081,4,546.26,10.0
ITEM-000640,ORD-000185,PROD-0483,2,274.44,15.0
ITEM-000641,ORD-000396,PROD-0291,5,643.53,0.0
ITEM-000642,ORD-000788,PROD-0080,2,612.72,10.0
ITEM-000643,ORD-000155,PROD-0211,2,577.92,0.0
ITEM-000644,ORD-999880,PROD-0477,5,360.84,10.0
ITEM-000645,ORD-000544,PROD-0377,1,520.23,0.0
ITEM-000646,ORD-000806,PROD-0034,1,544.12,0.0
ITEM-000647,ORD-000340,PROD-0437,2,126.51,0.0
ITEM-000648,ORD-000762,PROD-0078,1,686.41,0.0
ITEM-000649,ORD-000372,PROD-0320,4,252.56,10.0
ITEM-000650,ORD-000487,PROD-0174,3,410.11,0.0
ITEM-000651,ORD-000104,PROD-0411,2,22.2,0.0
ITEM-000652,ORD-000426,PROD-0061,4,304.48,10.0
ITEM-000653,ORD-000163,PROD-0288,-3,541.84,5.0
ITEM-000654,ORD-000288,PROD-0354,1,684.7,0.0
ITEM-000655,ORD-000680,PROD-0485,1,617.38,5.0
ITEM-000656,ORD-000774,PROD-0021,4,98.91,5.0
ITEM-000657,ORD-000389,PROD-0245,-3,122.48,0.0
ITEM-000658,ORD-000705,PROD-0419,5,691.78,5.0
ITEM-000659,ORD-000586,PROD-0094,4,533.88,0.0
ITEM-000660,ORD-000970,PROD-0344,1,739.99,0.0
ITEM-000661,ORD-000908,PROD-0190,5,202.03,0.0
ITEM-000662,ORD-000308,PROD-0347,-1,127.37,0.0
ITEM-000663,ORD-000958,PROD-0405,3,857.31,0.0
ITEM-000664,ORD-000300,PROD-0365,1,270.24,20.0
ITEM-000665,ORD-000364,PROD-0309,1,730.31,5.0
ITEM-000666,ORD-000637,PROD-0457,3,569.39,0.0
ITEM-000667,ORD-000872,PROD-0130,5,29.15,0.0
ITEM-000668,ORD-000926,PROD-0469,2,6.9,0.0
ITEM-000669,ORD-000054,PROD-0333,3,289.15,0.0
ITEM-000670,ORD-000460,PROD-0222,4,221.89,0.0
ITEM-000671,ORD-000676,PROD-0042,2,526.47,0.0
ITEM-000672,ORD-000893,PROD-0475,5,443.38,15.0
ITEM-000673,ORD-000020,PROD-0155,4,57.79,5.0
ITEM-000674,ORD-000398,PROD-0019,4,557.25,0.0
ITEM-000675,ORD-000344,PROD-0188,4,472.41,20.0
ITEM-000676,ORD-000417,PROD-0363,3,376.01,0.0
ITEM-000677,ORD-000566,PROD-0099,1,122.06,0.0
ITEM-000678,ORD-000936,PROD-0231,3,748.93,0.0
ITEM-000679,ORD-000883,PROD-0261,2,249.9,0.0
ITEM-000680,ORD-000826,PROD-0391,2,101.2,0.0
ITEM-000681,ORD-000383,PROD-0034,2,561.92,20.0
ITEM-000682,ORD-000798,PROD-0045,1,855.72,0.0
ITEM-000683,ORD-000755,PROD-0414,1,74.67,10.0
ITEM-000684,ORD-000160,PROD-0299,4,645.54,20.0
ITEM-000685,ORD-000647,PROD-0448,1,107.34,15.0
ITEM-000686,ORD-000628,PROD-0063,2,388.04,0.0
ITEM-000687,ORD-000941,PROD-0382,1,341.51,0.0
ITEM-000688,ORD-000736,PROD-0488,2,608.58,5.0
ITEM-000689,ORD-000216,PROD-0026,3,213.34,5.0
ITEM-000690,ORD-000641,PROD-0272,2,574.3,20.0
ITEM-000691,ORD-000726,PROD-0254,4,263.57,0.0
ITEM-000692,ORD-000295,PROD-0375,1,529.91,20.0
ITEM-000693,ORD-000454,PROD-0095,2,533.78,0.0
ITEM-000694,ORD-000998,PROD-0102,5,600.28,10.0
ITEM-000695,ORD-000997,PROD-0097,1,595.41,15.0
ITEM-000696,ORD-000193,PROD-0096,2,423.19,20.0
ITEM-000697,ORD-000167,PROD-0203,3,324.79,10.0
ITEM-000698,ORD-000616,PROD-0212,2,380.25,0.0
ITEM-000699,ORD-000437,PROD-0129,-1,383.86,15.0
ITEM-000700,ORD-000544,PROD-0004,3,761.58,15.0
ITEM-000701,ORD-000289,PROD-0387,1,465.69,0.0
ITEM-000702,ORD-000506,PROD-0177,5,598.65,0.0
ITEM-000703,ORD-000774,PROD-0419,4,711.6,15.0
ITEM-000704,ORD-000013,PROD-0382,5,312.1,0.0
ITEM-000705,ORD-000790,PROD-0470,5,296.91,15.0
ITEM-000706,ORD-000695,PROD-0492,3,414.75,0.0
ITEM-000707,ORD-000462,PROD-0184,3,276.41,5.0
ITEM-000708,ORD-000512,PROD-0154,5,408.69,0.0
ITEM-000709,ORD-000763,PROD-0098,1,402.86,0.0
ITEM-000710,ORD-000708,PROD-0181,3,649.33,5.0
ITEM-000711,ORD-000946,PROD-0408,4,561.31,5.0
ITEM-000712,ORD-999989,PROD-0461,2,296.01,0.0
ITEM-000713,ORD-000756,PROD-0385,2,464.48,0.0
ITEM-000714,ORD-000808,PROD-0163,2,249.94,20.0
ITEM-000715,ORD-000410,PROD-0188,2,339.41,20.0
ITEM-000716,ORD-000155,PROD-0304,1,866.49,0.0
ITEM-000717,ORD-000017,PROD-0201,3,137.43,0.0
ITEM-000718,ORD-000203,PROD-0012,3,518.68,0.0
ITEM-000719,ORD-000850,PROD-0490,2,61.92,0.0
ITEM-000720,ORD-000195,PROD-0250,4,225.87,5.0
ITEM-000721,ORD-000446,PROD-0486,1,242.25,5.0
ITEM-000722,ORD-000362,PROD-0493,4,361.13,0.0
ITEM-000723,ORD-000623,PROD-0149,4,190.73,10.0
ITEM-000724,ORD-000823,PROD-0111,3,165.65,0.0
ITEM-000725,ORD-000647,PROD-0082,5,444.01,0.0
ITEM-000726,ORD-000440,PROD-0314,5,559.31,0.0
ITEM-000727,ORD-000289,PROD-0175,2,25.57,20.0
ITEM-000728,ORD-000379,PROD-0290,1,683.3,0.0
ITEM-000729,ORD-000458,PROD-0190,3,236.02,0.0
ITEM-000730,ORD-000705,PROD-0120,4,656.27,0.0
ITEM-000731,ORD-000806,PROD-0144,3,503.02,10.0
ITEM-000732,ORD-000716,PROD-0100,5,475.48,0.0
ITEM-000733,ORD-000995,PROD-0467,5,98.46,10.0
ITEM-000734,ORD-000243,PROD-0417,5,178.16,5.0
ITEM-000735,ORD-000482,PROD-0456,1,290.04,10.0
ITEM-000736,ORD-000394,PROD-0385,1,418.3,0.0
ITEM-000737,ORD-000542,PROD-0252,3,90.65,15.0
ITEM-000738,ORD-000069,PROD-0231,3,613.14,0.0
ITEM-000739,ORD-000729,PROD-0074,1,599.3,20.0
ITEM-000740,ORD-000486,PROD-0127,3,408.42,0.0
ITEM-000741,ORD-000365,PROD-0423,2,295.78,10.0
ITEM-000742,ORD-000803,PROD-0140,3,514.89,5.0
ITEM-000743,ORD-000620,PROD-0453,2,136.57,20.0
ITEM-000744,ORD-000981,PROD-0473,3,93.4,0.0
ITEM-000745,ORD-000752,PROD-0032,5,404.27,0.0
ITEM-000746,ORD-000819,PROD-0259,4,466.59,20.0
ITEM-000747,ORD-000434,PROD-0359,3,229.79,0.0
ITEM-000748,ORD-000268,PROD-0105,1,396.8,0.0
ITEM-000749,ORD-000668,PROD-0330,3,578.81,0.0
ITEM-000750,ORD-000477,PROD-0398,4,405.95,0.0
ITEM-000751,ORD-000641,PROD-0196,4,388.89,10.0
ITEM-000752,ORD-000777,PROD-0161,4,240.33,0.0
ITEM-000753,ORD-000283,PROD-0102,3,717.79,5.0
ITEM-000754,ORD-000167,PROD-0301,1,259.77,0.0
ITEM-000755,ORD-000054,PROD-0445,3,83.09,5.0
ITEM-000756,ORD-000146,PROD-0162,5,54.37,5.0
ITEM-000757,ORD-000027,PROD-0322,4,521.9,0.0
ITEM-000758,ORD-000183,PROD-0168,-1,54.48,20.0
ITEM-000759,ORD-000660,PROD-0145,5,217.35,20.0
ITEM-000760,ORD-000041,PROD-0453,2,135.24,15.0
ITEM-000761,ORD-000509,PROD-0033,2,542.23,0.0
ITEM-000762,ORD-000105,PROD-0268,2,30.52,15.0
ITEM-000763,ORD-000095,PROD-0387,3,508.58,0.0
ITEM-000764,ORD-000084,PROD-0212,4,355.52,0.0
ITEM-000765,ORD-000411,PROD-0280,4,173.17,5.0
ITEM-000766,ORD-000712,PROD-0080,2,591.12,0.0
ITEM-000767,ORD-000460,PROD-0082,3,401.61,20.0
ITEM-000768,ORD-000233,PROD-0123,5,490.19,15.0
ITEM-000769,ORD-000025,PROD-0027,2,270.61,15.0
ITEM-000770,ORD-000491,PROD-0022,2,12.03,20.0
ITEM-000771,ORD-000973,PROD-0079,5,881.54,0.0
ITEM-000772,ORD-000328,PROD-0166,4,349.68,15.0
ITEM-000773,ORD-000020,PROD-0262,1,522.89,5.0
ITEM-000774,ORD-000686,PROD-0366,1,518.69,10.0
ITEM-000775,ORD-000042,PROD-0103,2,191.43,0.0
ITEM-000776,ORD-000597,PROD-0252,1,73.88,15.0
ITEM-000777,ORD-000596,PROD-0452,-1,85.25,20.0
ITEM-000778,ORD-000407,PROD-0109,5,69.58,0.0
ITEM-000779,ORD-000289,PROD-0137,4,623.44,10.0
ITEM-000780,ORD-000164,PROD-0428,3,460.06,10.0
ITEM-000781,ORD-000343,PROD-0101,4,447.94,0.0
ITEM-000782,ORD-000123,PROD-0334,4,502.97,0.0
ITEM-000783,ORD-000618,PROD-0496,4,231.9,10.0
ITEM-000784,ORD-000210,PROD-0095,1,449.72,5.0
ITEM-000785,ORD-000761,PROD-0478,5,309.71,0.0
ITEM-000786,ORD-000754,PROD-0383,2,659.27,15.0
ITEM-000787,ORD-000908,PROD-0304,-2,828.79,0.0
ITEM-000788,ORD-000056,PROD-0332,3,358.89,10.0
ITEM-000789,ORD-000223,PROD-0262,2,382.65,0.0
ITEM-000790,ORD-000850,PROD-0093,4,631.45,0.0
ITEM-000791,ORD-000970,PROD-0369,4,284.65,0.0
ITEM-000792,ORD-000401,PROD-0309,4,674.08,5.0
ITEM-000793,ORD-000575,PROD-0306,2,408.78,15.0
ITEM-000794,ORD-000080,PROD-0316,1,621.28,0.0
ITEM-000795,ORD-000635,PROD-0026,1,224.35,0.0
ITEM-000796,ORD-000311,PROD-0228,2,319.68,10.0
ITEM-000797,ORD-000100,PROD-0028,2,399.2,15.0
ITEM-000798,ORD-000995,PROD-0217,1,77.7,0.0
ITEM-000799,ORD-000287,PROD-0214,1,365.52,0.0
ITEM-000800,ORD-000921,PROD-0062,4,265.6,0.0
ITEM-000801,ORD-000953,PROD-0478,2,311.12,20.0
ITEM-000802,ORD-000124,PROD-0471,1,597.5,15.0
ITEM-000803,ORD-000902,PROD-0477,1,425.47,0.0
ITEM-000804,ORD-000116,PROD-0045,5,814.22,5.0
ITEM-000805,ORD-000712,PROD-0286,5,324.62,0.0
ITEM-000806,ORD-000492,PROD-0033,2,506.01,0.0
ITEM-000807,ORD-000067,PROD-0204,1,256.9,0.0
ITEM-000808,ORD-000510,PROD-0222,2,268.68,5.0
ITEM-000809,ORD-000997,PROD-0007,1,217.98,0.0
ITEM-000810,ORD-000983,PROD-0395,3,465.94,15.0
ITEM-000811,ORD-000737,PROD-0246,1,7.64,0.0
ITEM-000812,ORD-000688,PROD-0140,2,516.02,0.0
ITEM-000813,ORD-000707,PROD-0230,1,132.18,15.0
ITEM-000814,ORD-000895,PROD-0289,5,271.62,5.0
ITEM-000815,ORD-000975,PROD-0360,1,350.42,0.0
ITEM-000816,ORD-000294,PROD-0187,4,96.3,0.0
ITEM-000817,ORD-000841,PROD-0242,3,648.35,0.0
ITEM-000818,ORD-000744,PROD-0283,3,719.42,0.0
ITEM-000819,ORD-000417,PROD-0090,4,481.82,0.0
ITEM-000820,ORD-000356,PROD-0393,4,281.89,20.0
ITEM-000821,ORD-000692,PROD-0278,1,236.7,5.0
ITEM-000822,ORD-000617,PROD-0130,3,38.36,0.0
ITEM-000823,ORD-000661,PROD-0239,2,389.23,10.0
ITEM-000824,ORD-000912,PROD-0022,2,13.81,20.0
ITEM-000825,ORD-000614,PROD-0175,2,23.84,20.0
ITEM-000826,ORD-000872,PROD-0409,2,676.0,20.0
ITEM-000827,ORD-000845,PROD-0355,4,695.67,20.0
ITEM-000828,ORD-000902,PROD-0058,1,432.7,10.0
ITEM-000829,ORD-000533,PROD-0054,5,420.53,0.0
ITEM-000830,ORD-000681,PROD-0483,3,243.18,0.0
ITEM-000831,ORD-000501,PROD-0060,3,265.04,20.0
ITEM-000832,ORD-000562,PROD-0480,4,252.75,15.0
ITEM-000833,ORD-000225,PROD-0296,1,52.7,5.0
ITEM-000834,ORD-000232,PROD-0328,2,773.52,0.0
ITEM-000835,ORD-000734,PROD-0001,1,180.24,10.0
ITEM-000836,ORD-000508,PROD-0074,3,739.27,15.0
ITEM-000837,ORD-000248,PROD-0387,2,518.45,20.0
ITEM-000838,ORD-000555,PROD-0327,2,16.08,20.0
ITEM-000839,ORD-000025,PROD-0009,2,488.24,0.0
ITEM-000840,ORD-000191,PROD-0424,1,771.54,0.0
ITEM-000841,ORD-000260,PROD-0232,3,51.83,5.0
ITEM-000842,ORD-000678,PROD-0207,3,462.93,10.0
ITEM-000843,ORD-000352,PROD-0199,4,295.32,0.0
ITEM-000844,ORD-000635,PROD-0302,5,220.07,15.0
ITEM-000845,ORD-000608,PROD-0022,4,15.79,0.0
ITEM-000846,ORD-000328,PROD-0180,4,578.61,15.0
ITEM-000847,ORD-000882,PROD-0409,1,626.11,10.0
ITEM-000848,ORD-000433,PROD-0353,4,142.53,0.0
ITEM-000849,ORD-000028,PROD-0195,1,21.91,5.0
ITEM-000850,ORD-000487,PROD-0130,2,33.82,0.0
ITEM-000851,ORD-000742,PROD-0426,4,717.6,0.0
ITEM-000852,ORD-000389,PROD-0384,4,55.19,10.0
ITEM-000853,ORD-000036,PROD-0166,4,338.3,20.0
ITEM-000854,ORD-000222,PROD-0315,2,661.05,0.0
ITEM-000855,ORD-000608,PROD-0442,5,31.12,0.0
ITEM-000856,ORD-000456,PROD-0036,3,127.89,5.0
ITEM-000857,ORD-000714,PROD-0290,1,549.36,10.0
ITEM-000858,ORD-000260,PROD-0300,4,414.83,10.0
ITEM-000859,ORD-000179,PROD-0462,2,182.48,20.0
ITEM-000860,ORD-000041,PROD-0149,1,231.67,5.0
ITEM-000861,ORD-000704,PROD-0080,2,688.66,0.0
ITEM-000862,ORD-000494,PROD-0249,2,432.57,5.0
ITEM-000863,ORD-000792,PROD-0193,2,468.96,0.0
ITEM-000864,ORD-000349,PROD-0444,4,603.38,20.0
ITEM-000865,ORD-000235,PROD-0366,1,470.14,15.0
ITEM-000866,ORD-000104,PROD-0085,5,408.53,15.0
ITEM-000867,ORD-000577,PROD-0013,4,428.03,0.0
ITEM-000868,ORD-000022,PROD-0363,3,405.4,15.0
ITEM-000869,ORD-000651,PROD-0279,1,339.3,5.0
ITEM-000870,ORD-000286,PROD-0224,1,480.52,5.0
ITEM-000871,ORD-000067,PROD-0045,3,676.16,15.0
