order_id,customer_id,order_date,status,region_code
ORD-000340,,2024-01-07 00:04:00,DELIVERED,LATAM-SOUTH
ORD-000341,CUST-00118,2023-05-26 09:28:00,SHIPPED,LATAM-SOUTH
ORD-000342,CUST-00935,2024-01-04 01:01:00,SHIPPED,EU-CENTRAL
ORD-000343,CUST-00179,2023-08-13 08:46:00,SHIPPED,LATAM-SOUTH
ORD-000344,CUST-00252,2023-07-02 06:01:00,SHIPPED,EU-CENTRAL
ORD-000345,CUST-00933,2023-04-14 00:53:00,DELIVERED,APAC-EAST
ORD-000346,CUST-00671,2023-04-24 10:59:00,SHIPPED,APAC-EAST
ORD-000347,CUST-00246,14-01-2024,SHIPPED,LATAM-SOUTH
ORD-000348,CUST-00819,2024-03-20 22:04:00,PLACED,US-WEST
ORD-000349,CUST-00814,2023-07-14 06:34:00,DELIVERED,EU-CENTRAL
ORD-000350,CUST-00326,2024-03-15 20:15:00,CANCELLED,LATAM-SOUTH
ORD-000351,CUST-00602,2023-07-13 17:18:00,DELIVERED,EU-CENTRAL
ORD-000352,CUST-00254,2023-02-24 20:50:00,SHIPPED,US-WEST
ORD-000353,,2024-06-04 18:56:00,DELIVERED,US-EAST
ORD-000354,CUST-00804,2024-04-26 21:39:00,PLACED,LATAM-SOUTH
ORD-000355,CUST-00398,2024-06-05 11:31:00,DELIVERED,US-WEST
ORD-000356,CUST-00330,2024-01-18 16:44:00,DELIVERED,APAC-EAST
ORD-000357,CUST-00486,2023-10-02 18:25:00,DELIVERED,LATAM-SOUTH
ORD-000358,CUST-00666,2023-02-07 06:14:00,CANCELLED,APAC-EAST
ORD-000359,CUST-00884,2023-08-29 12:13:00,DELIVERED,APAC-EAST
ORD-000360,CUST-00586,2023-06-10 11:16:00,DELIVERED,US-WEST
ORD-000361,CUST-00770,2023-03-28 09:28:00,DELIVERED,US-WEST
ORD-000362,CUST-00598,2023-02-12 14:32:00,DELIVERED,APAC-EAST
ORD-000363,CUST-00462,2024-04-23 13:26:00,DELIVERED,APAC-EAST
ORD-000364,CUST-00325,2023-10-07 12:01:00,SHIPPED,US-WEST
ORD-000365,CUST-00272,2023-03-19 11:57:00,PLACED,LATAM-SOUTH
ORD-000366,CUST-00526,22-03-2023,SHIPPED,US-EAST
ORD-000367,CUST-00074,2024-01-04 01:34:00,SHIPPED,US-WEST
ORD-000368,CUST-00692,2023-12-04 08:19:00,DELIVERED,EU-CENTRAL
ORD-000369,CUST-00196,2023-05-22 22:47:00,DELIVERED,EU-CENTRAL
ORD-000370,CUST-00009,2023-11-03 09:52:00,DELIVERED,APAC-EAST
ORD-000371,CUST-00969,2024-02-20 18:48:00,DELIVERED,APAC-EAST
ORD-000372,CUST-00670,2024-06-08 04:55:00,DELIVERED,US-WEST
ORD-000373,CUST-00741,2023-08-03 15:14:00,DELIVERED,LATAM-SOUTH
ORD-000374,CUST-00776,2024-04-24 23:52:00,DELIVERED,US-EAST
ORD-000375,CUST-00321,2023-07-12 13:49:00,RETURNED,APAC-EAST
ORD-000376,CUST-00215,2024-03-25 14:54:00,DELIVERED,EU-CENTRAL
ORD-000377,CUST-00143,2023-05-12 09:47:00,PLACED,EU-CENTRAL
ORD-000378,CUST-00348,2023-08-19 13:27:00,DELIVERED,APAC-EAST
ORD-000379,,2024-07-04 09:20:00,DELIVERED,LATAM-SOUTH
ORD-000380,CUST-00805,2023-02-02 04:09:00,RETURNED,EU-CENTRAL
ORD-000381,CUST-00582,2024-02-05 12:13:00,RETURNED,US-EAST
ORD-000382,,2024-07-01 12:12:00,DELIVERED,EU-CENTRAL
ORD-000383,CUST-00584,2024-04-07 20:57:00,DELIVERED,US-WEST
ORD-000384,CUST-00107,2023-07-01 01:52:00,DELIVERED,APAC-EAST
ORD-000385,CUST-00028,2023-07-11 06:04:00,CANCELLED,APAC-EAST
ORD-000386,CUST-00291,2023-07-30 07:18:00,DELIVERED,US-EAST
ORD-000387,CUST-00466,2023-02-28 11:33:00,PLACED,EU-CENTRAL
ORD-000388,CUST-00881,2024-02-25 12:10:00,RETURNED,US-WEST
ORD-000389,CUST-00550,2024-03-04 15:47:00,PLACED,US-WEST
ORD-000390,CUST-00134,2023-07-30 09:27:00,DELIVERED,APAC-EAST
ORD-000391,CUST-00163,2023-11-14 18:12:00,DELIVERED,APAC-EAST
ORD-000392,CUST-00283,2023-07-26 00:09:00,DELIVERED,APAC-EAST
ORD-000393,CUST-00620,2023-09-10 16:21:00,CANCELLED,APAC-EAST
ORD-000394,CUST-00472,2024-04-18 18:02:00,DELIVERED,EU-CENTRAL
ORD-000395,CUST-00662,2024-04-12 11:44:00,DELIVERED,EU-CENTRAL
ORD-000396,CUST-00401,2023-06-29 13:15:00,SHIPPED,LATAM-SOUTH
ORD-000397,CUST-00751,2024-03-18 14:24:00,CANCELLED,US-WEST
ORD-000398,CUST-00716,2023-04-08 12:44:00,RETURNED,US-WEST
ORD-000399,CUST-00907,2023-06-11 08:56:00,DELIVERED,EU-CENTRAL
ORD-000400,CUST-00683,2023-03-10 22:46:00,DELIVERED,US-WEST
ORD-000401,CUST-00931,2024-05-20 13:48:00,DELIVERED,EU-CENTRAL
ORD-000402,CUST-00079,2023-04-18 16:49:00,DELIVERED,APAC-EAST
ORD-000403,CUST-00462,2023-06-18 08:13:00,DELIVERED,APAC-EAST
ORD-000404,CUST-00028,16-03-2023,DELIVERED,APAC-EAST
ORD-000405,CUST-00391,2023-12-18 23:25:00,CANCELLED,APAC-EAST
ORD-000406,CUST-00039,2023-01-11 08:07:00,DELIVERED,US-WEST
ORD-000407,CUST-00335,2024-04-20 15:29:00,PLACED,LATAM-SOUTH
ORD-000408,CUST-00673,2023-09-06 22:28:00,PLACED,EU-CENTRAL
ORD-000409,CUST-00862,2023-06-15 05:53:00,PLACED,US-EAST
ORD-000410,CUST-00182,2023-10-29 03:34:00,DELIVERED,US-WEST
ORD-000411,CUST-00080,2023-01-12 21:17:00,SHIPPED,EU-CENTRAL
ORD-000412,CUST-00183,10-08-2023,CANCELLED,LATAM-SOUTH
ORD-000413,CUST-00222,2024-03-28 22:03:00,DELIVERED,LATAM-SOUTH
ORD-000414,CUST-00657,2023-04-16 12:44:00,DELIVERED,US-EAST
ORD-000415,,2023-01-05 01:49:00,DELIVERED,US-WEST
ORD-000416,CUST-00952,2023-09-13 11:58:00,SHIPPED,US-EAST
ORD-000417,CUST-00017,2024-03-07 00:00:00,DELIVERED,US-WEST
ORD-000418,CUST-00697,2023-03-06 07:56:00,PLACED,US-WEST
ORD-000419,CUST-00742,2023-06-21 01:26:00,DELIVERED,EU-CENTRAL
ORD-000420,CUST-00331,2023-07-14 19:13:00,RETURNED,APAC-EAST
ORD-000421,CUST-00962,2024-03-14 03:14:00,SHIPPED,EU-CENTRAL
ORD-000422,CUST-00332,2023-06-27 00:25:00,DELIVERED,US-EAST
ORD-000423,CUST-00399,2023-08-06 14:14:00,PLACED,EU-CENTRAL
ORD-000424,CUST-00666,2024-01-13 01:04:00,CANCELLED,APAC-EAST
ORD-000425,CUST-00309,2024-05-26 03:45:00,DELIVERED,LATAM-SOUTH
ORD-000426,CUST-00176,2023-09-15 03:38:00,DELIVERED,APAC-EAST
ORD-000427,CUST-00695,2023-05-17 10:11:00,DELIVERED,EU-CENTRAL
ORD-000428,CUST-00872,2024-05-08 02:21:00,PLACED,LATAM-SOUTH
ORD-000429,CUST-00460,2024-01-27 16:40:00,DELIVERED,LATAM-SOUTH
ORD-000430,CUST-00602,2023-01-14 07:01:00,DELIVERED,US-EAST
ORD-000431,CUST-00317,2023-08-31 23:27:00,DELIVERED,LATAM-SOUTH
ORD-000432,CUST-00082,2023-03-03 04:23:00,DELIVERED,US-WEST
ORD-000433,CUST-00156,2024-01-20 06:41:00,PLACED,LATAM-SOUTH
ORD-000434,CUST-00969,2024-03-30 23:56:00,DELIVERED,EU-CENTRAL
ORD-000435,CUST-00326,2023-02-10 16:50:00,RETURNED,EU-CENTRAL
ORD-000436,CUST-00769,2023-01-25 07:54:00,DELIVERED,EU-CENTRAL
ORD-000437,CUST-00249,2023-07-30 17:03:00,CANCELLED,US-WEST
ORD-000438,CUST-00821,2023-08-16 19:55:00,DELIVERED,EU-CENTRAL
ORD-000439,CUST-00188,2024-03-28 20:00:00,PLACED,APAC-EAST
ORD-000440,CUST-00072,2023-07-17 01:40:00,RETURNED,US-WEST
ORD-000441,CUST-00129,2023-04-04 05:37:00,DELIVERED,US-WEST
ORD-000442,CUST-00242,2024-06-03 02:27:00,DELIVERED,EU-CENTRAL
ORD-000443,CUST-00169,2023-07-22 07:27:00,SHIPPED,US-WEST
ORD-000444,CUST-00311,2023-10-20 18:28:00,RETURNED,US-WEST
ORD-000445,CUST-00279,2024-05-07 02:23:00,DELIVERED,US-WEST
ORD-000446,CUST-00483,2024-03-27 13:32:00,DELIVERED,APAC-EAST
ORD-000447,CUST-00779,2023-06-09 15:01:00,DELIVERED,APAC-EAST
ORD-000448,CUST-00875,2023-03-27 09:38:00,DELIVERED,LATAM-SOUTH
ORD-000449,CUST-00745,2023-06-29 08:24:00,DELIVERED,APAC-EAST
ORD-000450,CUST-00291,2024-01-20 17:38:00,DELIVERED,EU-CENTRAL
ORD-000451,CUST-00140,2024-04-25 06:09:00,CANCELLED,US-EAST
ORD-000452,CUST-00014,2024-05-27 23:46:00,DELIVERED,APAC-EAST
ORD-000453,CUST-00948,01-03-2024,DELIVERED,APAC-EAST
ORD-000454,CUST-00316,2023-03-14 13:56:00,PLACED,US-EAST
ORD-000455,CUST-00395,2023-06-16 06:48:00,DELIVERED,EU-CENTRAL
ORD-000456,CUST-00790,2023-12-23 16:45:00,DELIVERED,EU-CENTRAL
ORD-000457,CUST-00714,01-03-2023,CANCELLED,US-WEST
ORD-000458,CUST-00249,2024-05-04 01:58:00,DELIVERED,US-EAST
ORD-000459,CUST-00715,2023-06-01 08:38:00,DELIVERED,US-WEST
ORD-000460,,2023-09-18 07:38:00,DELIVERED,US-WEST
ORD-000461,CUST-00013,2023-04-30 02:41:00,DELIVERED,APAC-EAST
ORD-000462,CUST-00408,2023-03-24 16:58:00,SHIPPED,APAC-EAST
ORD-000463,CUST-00170,2024-03-13 08:44:00,DELIVERED,LATAM-SOUTH
ORD-000464,CUST-00675,2024-01-27 18:19:00,DELIVERED,US-EAST
ORD-000465,CUST-00112,2023-12-19 04:17:00,DELIVERED,APAC-EAST
ORD-000466,CUST-00716,2023-11-12 00:10:00,DELIVERED,US-EAST
ORD-000467,CUST-00100,2023-03-13 22:26:00,DELIVERED,EU-CENTRAL
ORD-000468,CUST-00751,2024-03-17 05:11:00,DELIVERED,US-WEST
ORD-000469,CUST-00203,2024-05-13 05:32:00,RETURNED,APAC-EAST
ORD-000470,,2023-08-06 05:12:00,PLACED,US-WEST
ORD-000471,CUST-00829,2023-07-16 08:57:00,CANCELLED,APAC-EAST
ORD-000472,CUST-00642,2023-04-22 20:10:00,PLACED,US-EAST
ORD-000473,CUST-00387,2023-05-08 08:04:00,DELIVERED,LATAM-SOUTH
ORD-000474,CUST-00241,2024-05-04 15:43:00,DELIVERED,US-EAST
ORD-000475,CUST-00063,2023-09-30 00:42:00,DELIVERED,US-EAST
ORD-000476,CUST-00100,2023-08-05 16:50:00,PLACED,LATAM-SOUTH
ORD-000477,CUST-00533,2023-09-30 15:30:00,DELIVERED,LATAM-SOUTH
ORD-000478,CUST-00440,2023-12-11 11:43:00,CANCELLED,EU-CENTRAL
ORD-000479,CUST-00837,2023-09-03 11:42:00,DELIVERED,LATAM-SOUTH
ORD-000480,CUST-00059,2023-12-31 10:51:00,PLACED,APAC-EAST
ORD-000481,CUST-00892,2024-02-16 23:53:00,CANCELLED,US-WEST
ORD-000482,CUST-00027,2023-05-06 16:17:00,RETURNED,US-WEST
ORD-000483,CUST-00378,2024-04-07 19:43:00,DELIVERED,APAC-EAST
ORD-000484,CUST-00528,2024-02-28 21:12:00,PLACED,EU-CENTRAL
ORD-000485,CUST-00018,2024-01-04 01:51:00,DELIVERED,APAC-EAST
ORD-000486,,2023-08-28 19:31:00,DELIVERED,LATAM-SOUTH
ORD-000487,CUST-00814,2023-03-25 11:27:00,RETURNED,APAC-EAST
ORD-000488,CUST-00675,2023-04-13 23:24:00,SHIPPED,US-WEST
ORD-000489,CUST-00730,2023-05-27 16:56:00,DELIVERED,LATAM-SOUTH
ORD-000490,CUST-00033,2023-05-11 15:50:00,PLACED,LATAM-SOUTH
ORD-000491,CUST-00896,23-04-2024,DELIVERED,US-EAST
ORD-000492,CUST-00494,2023-09-04 07:13:00,SHIPPED,US-EAST
ORD-000493,CUST-00109,2024-03-21 22:01:00,SHIPPED,EU-CENTRAL
ORD-000494,CUST-00925,2024-01-28 08:14:00,DELIVERED,APAC-EAST
ORD-000495,CUST-00975,2023-05-07 21:08:00,CANCELLED,APAC-EAST
ORD-000496,CUST-00093,2023-12-07 07:59:00,DELIVERED,LATAM-SOUTH
ORD-000497,CUST-00067,2023-12-18 12:58:00,DELIVERED,APAC-EAST
ORD-000498,CUST-00670,2024-03-23 07:14:00,SHIPPED,EU-CENTRAL
ORD-000499,CUST-00090,2023-04-25 02:21:00,DELIVERED,US-WEST
ORD-000500,CUST-00763,2023-04-29 18:23:00,PLACED,EU-CENTRAL
ORD-000501,CUST-00977,2024-01-25 18:47:00,PLACED,US-EAST
ORD-000502,CUST-00605,2024-07-02 06:54:00,DELIVERED,APAC-EAST
ORD-000503,CUST-00328,09-01-2024,DELIVERED,LATAM-SOUTH
ORD-000504,CUST-00680,2023-08-16 03:25:00,PLACED,APAC-EAST
ORD-000505,CUST-00324,2023-05-29 09:53:00,SHIPPED,APAC-EAST
ORD-000506,CUST-00151,2023-10-18 04:47:00,DELIVERED,US-EAST
ORD-000507,CUST-00614,2023-11-24 09:32:00,RETURNED,US-EAST
ORD-000508,CUST-00281,2024-05-04 20:53:00,SHIPPED,EU-CENTRAL
ORD-000509,CUST-00722,2024-01-21 01:51:00,DELIVERED,US-WEST
ORD-000510,CUST-00869,2023-08-19 22:47:00,PLACED,US-WEST
ORD-000511,CUST-00878,2024-05-14 23:25:00,SHIPPED,US-WEST
ORD-000512,,2023-01-23 17:25:00,DELIVERED,APAC-EAST
ORD-000513,CUST-00357,2024-02-05 12:04:00,DELIVERED,EU-CENTRAL
ORD-000514,CUST-00290,2023-07-19 22:54:00,DELIVERED,US-EAST
ORD-000515,CUST-00135,2023-11-28 18:55:00,DELIVERED,EU-CENTRAL
ORD-000516,CUST-00469,2023-06-17 18:08:00,DELIVERED,APAC-EAST
ORD-000517,CUST-00299,2023-05-29 06:13:00,DELIVERED,US-WEST
ORD-000518,CUST-00753,2023-01-10 11:46:00,CANCELLED,US-EAST
ORD-000519,CUST-00695,2023-06-01 12:27:00,DELIVERED,US-WEST
ORD-000520,,2023-02-27 03:22:00,RETURNED,US-WEST
ORD-000521,CUST-00968,2023-02-23 03:32:00,DELIVERED,LATAM-SOUTH
ORD-000522,CUST-00445,2023-06-02 20:46:00,DELIVERED,US-EAST
ORD-000523,CUST-00122,2023-09-04 12:31:00,DELIVERED,LATAM-SOUTH
ORD-000524,CUST-00978,2023-06-26 20:47:00,DELIVERED,US-EAST
ORD-000525,CUST-00797,19-04-2024,SHIPPED,APAC-EAST
ORD-000526,CUST-00377,2023-01-12 03:07:00,PLACED,APAC-EAST
ORD-000527,CUST-00657,2024-06-05 07:01:00,DELIVERED,LATAM-SOUTH
ORD-000528,CUST-00492,2023-10-08 22:47:00,PLACED,LATAM-SOUTH
ORD-000529,CUST-00186,2024-01-29 15:41:00,DELIVERED,EU-CENTRAL
ORD-000530,CUST-00586,2023-05-09 03:20:00,PLACED,LATAM-SOUTH
ORD-000531,CUST-00190,2024-02-20 22:01:00,DELIVERED,LATAM-SOUTH
ORD-000532,CUST-00803,2024-06-26 15:04:00,DELIVERED,LATAM-SOUTH
ORD-000533,CUST-00552,2023-05-08 06:42:00,CANCELLED,US-WEST
ORD-000534,CUST-00883,2023-07-04 00:35:00,DELIVERED,EU-CENTRAL
ORD-000535,CUST-00126,2023-02-10 04:36:00,SHIPPED,US-WEST
ORD-000536,CUST-00090,2023-09-20 01:05:00,RETURNED,LATAM-SOUTH
ORD-000537,CUST-00306,2024-01-08 17:10:00,DELIVERED,US-EAST
ORD-000538,CUST-00255,2023-11-04 01:33:00,CANCELLED,EU-CENTRAL
ORD-000539,CUST-00675,2024-06-30 14:08:00,DELIVERED,EU-CENTRAL
ORD-000540,CUST-00536,27-12-2023,DELIVERED,US-EAST
ORD-000541,CUST-00679,2023-02-15 07:02:00,SHIPPED,EU-CENTRAL
ORD-000542,CUST-00877,2023-08-09 04:38:00,DELIVERED,LATAM-SOUTH
ORD-000543,CUST-00368,2023-10-12 04:46:00,DELIVERED,US-EAST
ORD-000544,CUST-00564,2023-09-19 08:24:00,DELIVERED,US-WEST
ORD-000545,CUST-00410,2024-04-12 02:16:00,DELIVERED,US-WEST
ORD-000546,CUST-00549,2023-07-28 02:40:00,DELIVERED,US-WEST
ORD-000547,,2024-01-17 18:42:00,DELIVERED,LATAM-SOUTH
ORD-000548,CUST-00620,2023-06-17 13:52:00,SHIPPED,APAC-EAST
ORD-000549,CUST-00389,2023-01-27 19:15:00,PLACED,US-EAST
ORD-000550,CUST-00545,2023-04-23 21:35:00,DELIVERED,EU-CENTRAL
ORD-000551,CUST-00656,2023-04-02 11:58:00,DELIVERED,EU-CENTRAL
ORD-000552,CUST-00150,20-08-2023,PLACED,US-WEST
ORD-000553,,2024-01-23 03:50:00,CANCELLED,US-WEST
ORD-000554,CUST-00540,2023-11-10 18:52:00,DELIVERED,US-EAST
ORD-000555,CUST-00542,2023-12-24 22:36:00,CANCELLED,LATAM-SOUTH
ORD-000556,CUST-00278,2023-04-12 01:10:00,DELIVERED,APAC-EAST
ORD-000557,CUST-00186,2023-12-20 23:43:00,RETURNED,LATAM-SOUTH
ORD-000558,CUST-00565,2024-02-17 15:37:00,PLACED,US-EAST
ORD-000559,CUST-00704,2024-06-09 22:09:00,DELIVERED,US-WEST
ORD-000560,,2024-01-23 18:47:00,SHIPPED,EU-CENTRAL
ORD-000561,CUST-00725,2023-09-13 21:38:00,DELIVERED,APAC-EAST
ORD-000562,CUST-00188,2024-03-25 11:51:00,DELIVERED,EU-CENTRAL
ORD-000563,CUST-00283,2024-03-14 16:45:00,CANCELLED,US-WEST
ORD-000564,CUST-00313,2023-03-31 09:26:00,DELIVERED,US-EAST
ORD-000565,CUST-00650,23-03-2023,SHIPPED,US-EAST
ORD-000566,CUST-00170,2023-02-28 02:47:00,SHIPPED,APAC-EAST
ORD-000567,CUST-00828,2023-01-11 13:43:00,DELIVERED,US-WEST
ORD-000568,CUST-00492,2024-05-24 16:43:00,RETURNED,LATAM-SOUTH
ORD-000569,CUST-00715,2023-05-08 12:00:00,DELIVERED,US-EAST
ORD-000570,CUST-00732,2024-03-11 22:34:00,DELIVERED,US-WEST
ORD-000571,CUST-00757,2024-06-24 21:38:00,PLACED,APAC-EAST
ORD-000572,CUST-00988,2023-06-22 21:59:00,CANCELLED,LATAM-SOUTH
ORD-000573,CUST-00926,2023-08-19 05:04:00,DELIVERED,US-WEST
ORD-000574,CUST-00527,2023-12-28 01:27:00,DELIVERED,US-WEST
ORD-000575,CUST-00383,2023-04-26 10:58:00,DELIVERED,LATAM-SOUTH
ORD-000576,,2023-05-01 09:19:00,DELIVERED,EU-CENTRAL
ORD-000577,CUST-00219,2023-01-03 23:40:00,DELIVERED,US-WEST
ORD-000578,CUST-00946,2023-11-09 20:32:00,DELIVERED,US-EAST
ORD-000579,CUST-00958,19-04-2024,DELIVERED,EU-CENTRAL
ORD-000580,CUST-00007,2024-04-16 10:19:00,DELIVERED,US-EAST
ORD-000581,CUST-00359,2023-07-10 12:22:00,PLACED,APAC-EAST
ORD-000582,CUST-00504,2023-07-22 02:33:00,DELIVERED,US-WEST
ORD-000583,CUST-00421,2023-05-07 15:00:00,SHIPPED,EU-CENTRAL
ORD-000584,CUST-00232,2024-04-26 12:23:00,SHIPPED,APAC-EAST
ORD-000585,CUST-00914,2023-07-06 17:51:00,SHIPPED,APAC-EAST
ORD-000586,CUST-00673,2024-03-25 05:08:00,DELIVERED,APAC-EAST
ORD-000587,CUST-00006,2024-01-03 22:12:00,PLACED,EU-CENTRAL
ORD-000588,,2023-02-11 04:25:00,DELIVERED,EU-CENTRAL
ORD-000589,CUST-00923,2023-02-02 05:42:00,SHIPPED,APAC-EAST
ORD-000590,CUST-00983,2023-09-30 03:26:00,DELIVERED,APAC-EAST
ORD-000591,CUST-00820,2023-05-11 10:48:00,DELIVERED,APAC-EAST
ORD-000592,CUST-00514,2024-02-03 04:07:00,RETURNED,US-EAST
ORD-000593,CUST-00130,2023-06-09 11:32:00,PLACED,US-WEST
ORD-000594,CUST-00054,2023-12-17 13:38:00,DELIVERED,APAC-EAST
ORD-000595,CUST-00492,2023-10-24 09:31:00,PLACED,APAC-EAST
ORD-000596,CUST-00254,2023-06-06 23:32:00,SHIPPED,EU-CENTRAL
ORD-000597,CUST-00786,2023-04-28 08:44:00,SHIPPED,APAC-EAST
ORD-000598,CUST-00204,30-04-2024,DELIVERED,LATAM-SOUTH
ORD-000599,CUST-00626,2023-07-05 06:54:00,DELIVERED,US-WEST
ORD-000600,CUST-00235,2023-05-04 04:25:00,PLACED,US-WEST
ORD-000601,CUST-00952,2023-05-30 13:01:00,DELIVERED,US-EAST
ORD-000602,CUST-00886,2023-02-22 12:26:00,DELIVERED,US-WEST
ORD-000603,CUST-00228,2023-12-11 13:30:00,PLACED,APAC-EAST
ORD-000604,CUST-00660,2023-02-22 09:07:00,SHIPPED,EU-CENTRAL
ORD-000605,CUST-00966,2023-12-26 22:26:00,SHIPPED,US-EAST
ORD-000606,CUST-00187,2023-02-11 00:03:00,DELIVERED,EU-CENTRAL
ORD-000607,CUST-00218,2023-10-20 15:17:00,CANCELLED,US-EAST
ORD-000608,CUST-00442,2023-07-09 08:31:00,DELIVERED,EU-CENTRAL
ORD-000609,CUST-00115,2023-04-10 21:00:00,DELIVERED,US-WEST
ORD-000610,CUST-00340,2024-01-05 23:51:00,DELIVERED,LATAM-SOUTH
ORD-000611,CUST-00542,2024-01-16 07:41:00,SHIPPED,LATAM-SOUTH
ORD-000612,CUST-00394,2023-03-31 03:08:00,DELIVERED,LATAM-SOUTH
ORD-000613,CUST-00124,2023-02-12 18:58:00,CANCELLED,US-WEST
ORD-000614,CUST-00198,2024-04-01 03:04:00,RETURNED,LATAM-SOUTH
ORD-000615,CUST-00352,2023-11-05 23:30:00,RETURNED,US-WEST
ORD-000616,CUST-00547,2023-06-07 01:08:00,SHIPPED,LATAM-SOUTH
ORD-000617,CUST-00729,2023-09-16 17:22:00,CANCELLED,APAC-EAST
ORD-000618,CUST-00645,2023-05-01 13:04:00,DELIVERED,LATAM-SOUTH
ORD-000619,CUST-00954,2024-05-30 00:10:00,DELIVERED,US-WEST
ORD-000620,CUST-00297,2023-02-16 18:03:00,DELIVERED,US-WEST
ORD-000621,CUST-00759,2024-02-12 15:43:00,DELIVERED,LATAM-SOUTH
ORD-000622,CUST-00995,2023-03-18 05:28:00,DELIVERED,APAC-EAST
ORD-000623,CUST-00576,04-02-2024,SHIPPED,US-WEST
ORD-000624,CUST-00004,2023-06-13 18:13:00,DELIVERED,US-EAST
ORD-000625,CUST-00901,2024-06-09 14:32:00,DELIVERED,LATAM-SOUTH
ORD-000626,CUST-00266,2023-11-07 07:18:00,DELIVERED,LATAM-SOUTH
ORD-000627,CUST-00122,2023-06-25 07:02:00,DELIVERED,EU-CENTRAL
ORD-000628,CUST-00041,2023-06-01 08:59:00,PLACED,US-EAST
ORD-000629,CUST-00658,2023-09-12 06:34:00,PLACED,EU-CENTRAL
ORD-000630,CUST-00648,2024-01-13 10:05:00,RETURNED,LATAM-SOUTH
ORD-000631,CUST-00271,2023-05-17 13:57:00,DELIVERED,EU-CENTRAL
ORD-000632,CUST-00059,2023-01-11 11:14:00,DELIVERED,EU-CENTRAL
ORD-000633,CUST-00181,20-09-2023,DELIVERED,LATAM-SOUTH
ORD-000634,CUST-00109,2024-01-27 20:16:00,CANCELLED,LATAM-SOUTH
ORD-000635,CUST-00565,2023-07-31 14:14:00,DELIVERED,US-WEST
ORD-000636,CUST-00596,2024-02-09 04:28:00,SHIPPED,APAC-EAST
ORD-000637,CUST-00378,2023-06-01 15:05:00,DELIVERED,APAC-EAST
ORD-000638,CUST-00190,2023-06-30 06:36:00,DELIVERED,US-WEST
ORD-000639,CUST-00664,2023-10-16 00:19:00,SHIPPED,US-WEST
ORD-000640,CUST-00838,2024-02-08 21:38:00,SHIPPED,US-WEST
ORD-000641,CUST-00074,2024-03-12 07:29:00,CANCELLED,APAC-EAST
ORD-000642,CUST-00103,2024-06-23 04:46:00,DELIVERED,US-EAST
ORD-000643,CUST-00618,2023-04-13 12:24:00,PLACED,US-EAST
ORD-000644,CUST-00782,2023-02-14 04:15:00,DELIVERED,EU-CENTRAL
ORD-000645,CUST-00147,2023-01-14 00:50:00,PLACED,EU-CENTRAL
ORD-000646,CUST-00874,2023-03-29 06:08:00,DELIVERED,LATAM-SOUTH
ORD-000647,CUST-00914,2024-03-30 05:19:00,DELIVERED,US-WEST
ORD-000648,CUST-00250,2023-02-27 17:44:00,SHIPPED,LATAM-SOUTH
ORD-000649,CUST-00127,2023-01-22 01:06:00,DELIVERED,US-EAST
ORD-000650,CUST-00524,2024-03-01 04:00:00,CANCELLED,US-EAST
ORD-000651,CUST-00233,2024-03-13 12:09:00,DELIVERED,EU-CENTRAL
ORD-000652,CUST-00232,2024-01-29 21:56:00,DELIVERED,US-EAST
ORD-000653,CUST-00504,2023-06-23 03:14:00,PLACED,EU-CENTRAL
ORD-000654,CUST-00366,2023-03-20 19:21:00,PLACED,US-EAST
ORD-000655,CUST-00918,2023-02-14 19:09:00,SHIPPED,LATAM-SOUTH
ORD-000656,CUST-00343,2023-07-05 21:27:00,SHIPPED,EU-CENTRAL
ORD-000657,CUST-00640,21-10-2023,PLACED,APAC-EAST
ORD-000658,CUST-00678,2024-01-13 08:51:00,CANCELLED,US-EAST
ORD-000659,CUST-00808,2023-01-03 04:49:00,DELIVERED,EU-CENTRAL
ORD-000660,CUST-00152,2024-02-04 14:46:00,DELIVERED,APAC-EAST
ORD-000661,CUST-00835,2023-03-10 03:36:00,DELIVERED,EU-CENTRAL
ORD-000662,CUST-00149,2023-04-03 10:08:00,SHIPPED,APAC-EAST
ORD-000663,,2023-12-28 10:31:00,DELIVERED,APAC-EAST
ORD-000664,CUST-00617,2023-12-08 04:51:00,RETURNED,US-WEST
ORD-000665,CUST-00393,2024-03-04 17:31:00,DELIVERED,APAC-EAST
ORD-000666,CUST-00546,2024-07-03 07:24:00,PLACED,APAC-EAST
ORD-000667,CUST-00540,2023-08-13 22:05:00,SHIPPED,US-EAST
ORD-000668,CUST-00209,2023-01-18 11:35:00,DELIVERED,US-WEST
ORD-000669,CUST-00944,2023-04-23 01:58:00,DELIVERED,US-WEST
ORD-000670,CUST-00302,2024-04-16 04:53:00,CANCELLED,APAC-EAST
ORD-000671,CUST-00249,2023-08-04 07:03:00,DELIVERED,US-EAST
ORD-000672,CUST-00986,2023-05-27 12:46:00,PLACED,APAC-EAST
ORD-000673,CUST-00381,2023-02-25 22:06:00,DELIVERED,US-EAST
ORD-000674,CUST-00489,2023-06-11 00:09:00,DELIVERED,US-EAST
ORD-000675,CUST-00251,2023-03-20 00:36:00,DELIVERED,APAC-EAST
ORD-000676,CUST-00154,2023-07-06 15:47:00,PLACED,LATAM-SOUTH
ORD-000677,CUST-00716,2023-11-03 15:26:00,DELIVERED,APAC-EAST
